"","Direccion","Separacion","n","nYes","nNo","p","Observadores","Condicion","Grupo","Fijacion"
"1","0",3,9,2,7,0.222222222222222,"aaf","pre","cl","NA"
"2","0",5,7,4,3,0.571428571428571,"aaf","pre","cl","NA"
"3","0",8,13,9,4,0.692307692307692,"aaf","pre","cl","NA"
"4","0",11,9,5,4,0.555555555555556,"aaf","pre","cl","NA"
"5","0",14,15,12,3,0.8,"aaf","pre","cl","NA"
"6","0",17,14,5,9,0.357142857142857,"aaf","pre","cl","NA"
"7","0",20,17,13,4,0.764705882352941,"aaf","pre","cl","NA"
"8","135",3,14,7,7,0.5,"aaf","pre","cl","NA"
"9","135",5,11,6,5,0.545454545454545,"aaf","pre","cl","NA"
"10","135",8,12,7,5,0.583333333333333,"aaf","pre","cl","NA"
"11","135",11,16,9,7,0.5625,"aaf","pre","cl","NA"
"12","135",14,10,4,6,0.4,"aaf","pre","cl","NA"
"13","135",17,11,3,8,0.272727272727273,"aaf","pre","cl","NA"
"14","135",20,10,7,3,0.7,"aaf","pre","cl","NA"
"15","45",3,13,4,9,0.307692307692308,"aaf","pre","cl","NA"
"16","45",5,16,10,6,0.625,"aaf","pre","cl","NA"
"17","45",8,14,9,5,0.642857142857143,"aaf","pre","cl","NA"
"18","45",11,8,3,5,0.375,"aaf","pre","cl","NA"
"19","45",14,14,7,7,0.5,"aaf","pre","cl","NA"
"20","45",17,12,6,6,0.5,"aaf","pre","cl","NA"
"21","45",20,7,4,3,0.571428571428571,"aaf","pre","cl","NA"
"22","90",3,12,4,8,0.333333333333333,"aaf","pre","cl","NA"
"23","90",5,14,3,11,0.214285714285714,"aaf","pre","cl","NA"
"24","90",8,9,8,1,0.888888888888889,"aaf","pre","cl","NA"
"25","90",11,15,4,11,0.266666666666667,"aaf","pre","cl","NA"
"26","90",14,9,4,5,0.444444444444444,"aaf","pre","cl","NA"
"27","90",17,11,4,7,0.363636363636364,"aaf","pre","cl","NA"
"28","90",20,13,6,7,0.461538461538462,"aaf","pre","cl","NA"
"29","0",3,9,5,4,0.555555555555556,"afb","pre","rt","NA"
"30","0",5,7,6,1,0.857142857142857,"afb","pre","rt","NA"
"31","0",8,13,7,6,0.538461538461538,"afb","pre","rt","NA"
"32","0",11,9,5,4,0.555555555555556,"afb","pre","rt","NA"
"33","0",14,15,6,9,0.4,"afb","pre","rt","NA"
"34","0",17,14,5,9,0.357142857142857,"afb","pre","rt","NA"
"35","0",20,17,7,10,0.411764705882353,"afb","pre","rt","NA"
"36","135",3,14,11,3,0.785714285714286,"afb","pre","rt","NA"
"37","135",5,11,8,3,0.727272727272727,"afb","pre","rt","NA"
"38","135",8,12,7,5,0.583333333333333,"afb","pre","rt","NA"
"39","135",11,16,4,12,0.25,"afb","pre","rt","NA"
"40","135",14,10,7,3,0.7,"afb","pre","rt","NA"
"41","135",17,11,8,3,0.727272727272727,"afb","pre","rt","NA"
"42","135",20,10,7,3,0.7,"afb","pre","rt","NA"
"43","45",3,13,9,4,0.692307692307692,"afb","pre","rt","NA"
"44","45",5,16,10,6,0.625,"afb","pre","rt","NA"
"45","45",8,14,5,9,0.357142857142857,"afb","pre","rt","NA"
"46","45",11,8,5,3,0.625,"afb","pre","rt","NA"
"47","45",14,14,6,8,0.428571428571429,"afb","pre","rt","NA"
"48","45",17,12,7,5,0.583333333333333,"afb","pre","rt","NA"
"49","45",20,7,4,3,0.571428571428571,"afb","pre","rt","NA"
"50","90",3,12,9,3,0.75,"afb","pre","rt","NA"
"51","90",5,14,8,6,0.571428571428571,"afb","pre","rt","NA"
"52","90",8,9,4,5,0.444444444444444,"afb","pre","rt","NA"
"53","90",11,15,5,10,0.333333333333333,"afb","pre","rt","NA"
"54","90",14,9,4,5,0.444444444444444,"afb","pre","rt","NA"
"55","90",17,11,5,6,0.454545454545455,"afb","pre","rt","NA"
"56","90",20,13,8,5,0.615384615384615,"afb","pre","rt","NA"
"57","0",3,9,6,3,0.666666666666667,"agm","pre","cl","NA"
"58","0",5,7,5,2,0.714285714285714,"agm","pre","cl","NA"
"59","0",8,13,8,5,0.615384615384615,"agm","pre","cl","NA"
"60","0",11,9,5,4,0.555555555555556,"agm","pre","cl","NA"
"61","0",14,15,4,11,0.266666666666667,"agm","pre","cl","NA"
"62","0",17,14,8,6,0.571428571428571,"agm","pre","cl","NA"
"63","0",20,17,9,8,0.529411764705882,"agm","pre","cl","NA"
"64","135",3,14,10,4,0.714285714285714,"agm","pre","cl","NA"
"65","135",5,11,7,4,0.636363636363636,"agm","pre","cl","NA"
"66","135",8,12,7,5,0.583333333333333,"agm","pre","cl","NA"
"67","135",11,16,10,6,0.625,"agm","pre","cl","NA"
"68","135",14,10,4,6,0.4,"agm","pre","cl","NA"
"69","135",17,11,7,4,0.636363636363636,"agm","pre","cl","NA"
"70","135",20,10,6,4,0.6,"agm","pre","cl","NA"
"71","45",3,13,9,4,0.692307692307692,"agm","pre","cl","NA"
"72","45",5,16,11,5,0.6875,"agm","pre","cl","NA"
"73","45",8,14,8,6,0.571428571428571,"agm","pre","cl","NA"
"74","45",11,8,5,3,0.625,"agm","pre","cl","NA"
"75","45",14,14,8,6,0.571428571428571,"agm","pre","cl","NA"
"76","45",17,12,4,8,0.333333333333333,"agm","pre","cl","NA"
"77","45",20,7,3,4,0.428571428571429,"agm","pre","cl","NA"
"78","90",3,12,7,5,0.583333333333333,"agm","pre","cl","NA"
"79","90",5,14,12,2,0.857142857142857,"agm","pre","cl","NA"
"80","90",8,9,6,3,0.666666666666667,"agm","pre","cl","NA"
"81","90",11,15,10,5,0.666666666666667,"agm","pre","cl","NA"
"82","90",14,9,4,5,0.444444444444444,"agm","pre","cl","NA"
"83","90",17,11,6,5,0.545454545454545,"agm","pre","cl","NA"
"84","90",20,13,7,6,0.538461538461538,"agm","pre","cl","NA"
"85","0",3,9,7,2,0.777777777777778,"cic","pre","rt","NA"
"86","0",5,7,6,1,0.857142857142857,"cic","pre","rt","NA"
"87","0",8,13,8,5,0.615384615384615,"cic","pre","rt","NA"
"88","0",11,9,3,6,0.333333333333333,"cic","pre","rt","NA"
"89","0",14,15,6,9,0.4,"cic","pre","rt","NA"
"90","0",17,14,5,9,0.357142857142857,"cic","pre","rt","NA"
"91","0",20,17,10,7,0.588235294117647,"cic","pre","rt","NA"
"92","135",3,14,10,4,0.714285714285714,"cic","pre","rt","NA"
"93","135",5,11,2,9,0.181818181818182,"cic","pre","rt","NA"
"94","135",8,12,7,5,0.583333333333333,"cic","pre","rt","NA"
"95","135",11,16,7,9,0.4375,"cic","pre","rt","NA"
"96","135",14,10,5,5,0.5,"cic","pre","rt","NA"
"97","135",17,11,6,5,0.545454545454545,"cic","pre","rt","NA"
"98","135",20,10,5,5,0.5,"cic","pre","rt","NA"
"99","45",3,13,10,3,0.769230769230769,"cic","pre","rt","NA"
"100","45",5,16,8,8,0.5,"cic","pre","rt","NA"
"101","45",8,14,8,6,0.571428571428571,"cic","pre","rt","NA"
"102","45",11,8,5,3,0.625,"cic","pre","rt","NA"
"103","45",14,14,9,5,0.642857142857143,"cic","pre","rt","NA"
"104","45",17,12,8,4,0.666666666666667,"cic","pre","rt","NA"
"105","45",20,7,2,5,0.285714285714286,"cic","pre","rt","NA"
"106","90",3,12,8,4,0.666666666666667,"cic","pre","rt","NA"
"107","90",5,14,9,5,0.642857142857143,"cic","pre","rt","NA"
"108","90",8,9,6,3,0.666666666666667,"cic","pre","rt","NA"
"109","90",11,15,7,8,0.466666666666667,"cic","pre","rt","NA"
"110","90",14,9,6,3,0.666666666666667,"cic","pre","rt","NA"
"111","90",17,11,5,6,0.454545454545455,"cic","pre","rt","NA"
"112","90",20,13,8,5,0.615384615384615,"cic","pre","rt","NA"
"113","0",3,9,6,3,0.666666666666667,"jjr","pre","lt","NA"
"114","0",5,7,4,3,0.571428571428571,"jjr","pre","lt","NA"
"115","0",8,13,9,4,0.692307692307692,"jjr","pre","lt","NA"
"116","0",11,9,5,4,0.555555555555556,"jjr","pre","lt","NA"
"117","0",14,15,9,6,0.6,"jjr","pre","lt","NA"
"118","0",17,14,4,10,0.285714285714286,"jjr","pre","lt","NA"
"119","0",20,17,11,6,0.647058823529412,"jjr","pre","lt","NA"
"120","135",3,14,9,5,0.642857142857143,"jjr","pre","lt","NA"
"121","135",5,11,9,2,0.818181818181818,"jjr","pre","lt","NA"
"122","135",8,12,5,7,0.416666666666667,"jjr","pre","lt","NA"
"123","135",11,16,6,10,0.375,"jjr","pre","lt","NA"
"124","135",14,10,3,7,0.3,"jjr","pre","lt","NA"
"125","135",17,11,4,7,0.363636363636364,"jjr","pre","lt","NA"
"126","135",20,10,5,5,0.5,"jjr","pre","lt","NA"
"127","45",3,13,6,7,0.461538461538462,"jjr","pre","lt","NA"
"128","45",5,16,12,4,0.75,"jjr","pre","lt","NA"
"129","45",8,14,9,5,0.642857142857143,"jjr","pre","lt","NA"
"130","45",11,8,4,4,0.5,"jjr","pre","lt","NA"
"131","45",14,14,8,6,0.571428571428571,"jjr","pre","lt","NA"
"132","45",17,12,7,5,0.583333333333333,"jjr","pre","lt","NA"
"133","45",20,7,3,4,0.428571428571429,"jjr","pre","lt","NA"
"134","90",3,12,8,4,0.666666666666667,"jjr","pre","lt","NA"
"135","90",5,14,11,3,0.785714285714286,"jjr","pre","lt","NA"
"136","90",8,9,1,8,0.111111111111111,"jjr","pre","lt","NA"
"137","90",11,15,7,8,0.466666666666667,"jjr","pre","lt","NA"
"138","90",14,9,4,5,0.444444444444444,"jjr","pre","lt","NA"
"139","90",17,11,7,4,0.636363636363636,"jjr","pre","lt","NA"
"140","90",20,13,6,7,0.461538461538462,"jjr","pre","lt","NA"
"141","0",3,9,5,4,0.555555555555556,"lrc","pre","cl","NA"
"142","0",5,7,5,2,0.714285714285714,"lrc","pre","cl","NA"
"143","0",8,13,10,3,0.769230769230769,"lrc","pre","cl","NA"
"144","0",11,9,4,5,0.444444444444444,"lrc","pre","cl","NA"
"145","0",14,15,8,7,0.533333333333333,"lrc","pre","cl","NA"
"146","0",17,14,8,6,0.571428571428571,"lrc","pre","cl","NA"
"147","0",20,17,10,7,0.588235294117647,"lrc","pre","cl","NA"
"148","135",3,14,10,4,0.714285714285714,"lrc","pre","cl","NA"
"149","135",5,11,7,4,0.636363636363636,"lrc","pre","cl","NA"
"150","135",8,12,9,3,0.75,"lrc","pre","cl","NA"
"151","135",11,16,10,6,0.625,"lrc","pre","cl","NA"
"152","135",14,10,4,6,0.4,"lrc","pre","cl","NA"
"153","135",17,11,8,3,0.727272727272727,"lrc","pre","cl","NA"
"154","135",20,10,7,3,0.7,"lrc","pre","cl","NA"
"155","45",3,13,7,6,0.538461538461538,"lrc","pre","cl","NA"
"156","45",5,16,11,5,0.6875,"lrc","pre","cl","NA"
"157","45",8,14,5,9,0.357142857142857,"lrc","pre","cl","NA"
"158","45",11,8,3,5,0.375,"lrc","pre","cl","NA"
"159","45",14,14,11,3,0.785714285714286,"lrc","pre","cl","NA"
"160","45",17,12,3,9,0.25,"lrc","pre","cl","NA"
"161","45",20,7,3,4,0.428571428571429,"lrc","pre","cl","NA"
"162","90",3,12,11,1,0.916666666666667,"lrc","pre","cl","NA"
"163","90",5,14,9,5,0.642857142857143,"lrc","pre","cl","NA"
"164","90",8,9,5,4,0.555555555555556,"lrc","pre","cl","NA"
"165","90",11,15,6,9,0.4,"lrc","pre","cl","NA"
"166","90",14,9,4,5,0.444444444444444,"lrc","pre","cl","NA"
"167","90",17,11,6,5,0.545454545454545,"lrc","pre","cl","NA"
"168","90",20,13,10,3,0.769230769230769,"lrc","pre","cl","NA"
"169","0",3,9,1,8,0.111111111111111,"mab","pre","lt","NA"
"170","0",5,7,4,3,0.571428571428571,"mab","pre","lt","NA"
"171","0",8,13,8,5,0.615384615384615,"mab","pre","lt","NA"
"172","0",11,9,5,4,0.555555555555556,"mab","pre","lt","NA"
"173","0",14,15,6,9,0.4,"mab","pre","lt","NA"
"174","0",17,14,7,7,0.5,"mab","pre","lt","NA"
"175","0",20,17,6,11,0.352941176470588,"mab","pre","lt","NA"
"176","135",3,14,11,3,0.785714285714286,"mab","pre","lt","NA"
"177","135",5,11,9,2,0.818181818181818,"mab","pre","lt","NA"
"178","135",8,12,9,3,0.75,"mab","pre","lt","NA"
"179","135",11,16,9,7,0.5625,"mab","pre","lt","NA"
"180","135",14,10,6,4,0.6,"mab","pre","lt","NA"
"181","135",17,11,5,6,0.454545454545455,"mab","pre","lt","NA"
"182","135",20,10,7,3,0.7,"mab","pre","lt","NA"
"183","45",3,13,12,1,0.923076923076923,"mab","pre","lt","NA"
"184","45",5,16,12,4,0.75,"mab","pre","lt","NA"
"185","45",8,14,9,5,0.642857142857143,"mab","pre","lt","NA"
"186","45",11,8,8,0,1,"mab","pre","lt","NA"
"187","45",14,14,6,8,0.428571428571429,"mab","pre","lt","NA"
"188","45",17,12,7,5,0.583333333333333,"mab","pre","lt","NA"
"189","45",20,7,6,1,0.857142857142857,"mab","pre","lt","NA"
"190","90",3,12,10,2,0.833333333333333,"mab","pre","lt","NA"
"191","90",5,14,10,4,0.714285714285714,"mab","pre","lt","NA"
"192","90",8,9,8,1,0.888888888888889,"mab","pre","lt","NA"
"193","90",11,15,5,10,0.333333333333333,"mab","pre","lt","NA"
"194","90",14,9,7,2,0.777777777777778,"mab","pre","lt","NA"
"195","90",17,11,6,5,0.545454545454545,"mab","pre","lt","NA"
"196","90",20,13,6,7,0.461538461538462,"mab","pre","lt","NA"
"197","0",3,9,4,5,0.444444444444444,"mdn","pre","lt","NA"
"198","0",5,7,7,0,1,"mdn","pre","lt","NA"
"199","0",8,13,8,5,0.615384615384615,"mdn","pre","lt","NA"
"200","0",11,9,6,3,0.666666666666667,"mdn","pre","lt","NA"
"201","0",14,15,9,6,0.6,"mdn","pre","lt","NA"
"202","0",17,14,9,5,0.642857142857143,"mdn","pre","lt","NA"
"203","0",20,17,9,8,0.529411764705882,"mdn","pre","lt","NA"
"204","135",3,14,12,2,0.857142857142857,"mdn","pre","lt","NA"
"205","135",5,11,9,2,0.818181818181818,"mdn","pre","lt","NA"
"206","135",8,12,6,6,0.5,"mdn","pre","lt","NA"
"207","135",11,16,9,7,0.5625,"mdn","pre","lt","NA"
"208","135",14,10,4,6,0.4,"mdn","pre","lt","NA"
"209","135",17,11,7,4,0.636363636363636,"mdn","pre","lt","NA"
"210","135",20,10,4,6,0.4,"mdn","pre","lt","NA"
"211","45",3,13,7,6,0.538461538461538,"mdn","pre","lt","NA"
"212","45",5,16,14,2,0.875,"mdn","pre","lt","NA"
"213","45",8,14,8,6,0.571428571428571,"mdn","pre","lt","NA"
"214","45",11,8,7,1,0.875,"mdn","pre","lt","NA"
"215","45",14,14,8,6,0.571428571428571,"mdn","pre","lt","NA"
"216","45",17,12,11,1,0.916666666666667,"mdn","pre","lt","NA"
"217","45",20,7,2,5,0.285714285714286,"mdn","pre","lt","NA"
"218","90",3,12,5,7,0.416666666666667,"mdn","pre","lt","NA"
"219","90",5,14,9,5,0.642857142857143,"mdn","pre","lt","NA"
"220","90",8,9,2,7,0.222222222222222,"mdn","pre","lt","NA"
"221","90",11,15,6,9,0.4,"mdn","pre","lt","NA"
"222","90",14,9,5,4,0.555555555555556,"mdn","pre","lt","NA"
"223","90",17,11,7,4,0.636363636363636,"mdn","pre","lt","NA"
"224","90",20,13,8,5,0.615384615384615,"mdn","pre","lt","NA"
"225","0",3,9,7,2,0.777777777777778,"msz","pre","rt","NA"
"226","0",5,7,2,5,0.285714285714286,"msz","pre","rt","NA"
"227","0",8,13,9,4,0.692307692307692,"msz","pre","rt","NA"
"228","0",11,9,4,5,0.444444444444444,"msz","pre","rt","NA"
"229","0",14,15,5,10,0.333333333333333,"msz","pre","rt","NA"
"230","0",17,14,7,7,0.5,"msz","pre","rt","NA"
"231","0",20,17,8,9,0.470588235294118,"msz","pre","rt","NA"
"232","135",3,14,11,3,0.785714285714286,"msz","pre","rt","NA"
"233","135",5,11,8,3,0.727272727272727,"msz","pre","rt","NA"
"234","135",8,12,5,7,0.416666666666667,"msz","pre","rt","NA"
"235","135",11,16,9,7,0.5625,"msz","pre","rt","NA"
"236","135",14,10,3,7,0.3,"msz","pre","rt","NA"
"237","135",17,11,7,4,0.636363636363636,"msz","pre","rt","NA"
"238","135",20,10,5,5,0.5,"msz","pre","rt","NA"
"239","45",3,13,12,1,0.923076923076923,"msz","pre","rt","NA"
"240","45",5,16,13,3,0.8125,"msz","pre","rt","NA"
"241","45",8,14,9,5,0.642857142857143,"msz","pre","rt","NA"
"242","45",11,8,3,5,0.375,"msz","pre","rt","NA"
"243","45",14,14,12,2,0.857142857142857,"msz","pre","rt","NA"
"244","45",17,12,4,8,0.333333333333333,"msz","pre","rt","NA"
"245","45",20,7,4,3,0.571428571428571,"msz","pre","rt","NA"
"246","90",3,12,8,4,0.666666666666667,"msz","pre","rt","NA"
"247","90",5,14,10,4,0.714285714285714,"msz","pre","rt","NA"
"248","90",8,9,4,5,0.444444444444444,"msz","pre","rt","NA"
"249","90",11,15,9,6,0.6,"msz","pre","rt","NA"
"250","90",14,9,3,6,0.333333333333333,"msz","pre","rt","NA"
"251","90",17,11,6,5,0.545454545454545,"msz","pre","rt","NA"
"252","90",20,13,9,4,0.692307692307692,"msz","pre","rt","NA"
"253","0",3,9,7,2,0.777777777777778,"nga","pre","rt","NA"
"254","0",5,7,3,4,0.428571428571429,"nga","pre","rt","NA"
"255","0",8,13,7,6,0.538461538461538,"nga","pre","rt","NA"
"256","0",11,9,7,2,0.777777777777778,"nga","pre","rt","NA"
"257","0",14,15,9,6,0.6,"nga","pre","rt","NA"
"258","0",17,14,7,7,0.5,"nga","pre","rt","NA"
"259","0",20,17,8,9,0.470588235294118,"nga","pre","rt","NA"
"260","135",3,14,13,1,0.928571428571429,"nga","pre","rt","NA"
"261","135",5,11,10,1,0.909090909090909,"nga","pre","rt","NA"
"262","135",8,12,7,5,0.583333333333333,"nga","pre","rt","NA"
"263","135",11,16,11,5,0.6875,"nga","pre","rt","NA"
"264","135",14,10,7,3,0.7,"nga","pre","rt","NA"
"265","135",17,11,6,5,0.545454545454545,"nga","pre","rt","NA"
"266","135",20,10,7,3,0.7,"nga","pre","rt","NA"
"267","45",3,13,10,3,0.769230769230769,"nga","pre","rt","NA"
"268","45",5,16,10,6,0.625,"nga","pre","rt","NA"
"269","45",8,14,8,6,0.571428571428571,"nga","pre","rt","NA"
"270","45",11,8,6,2,0.75,"nga","pre","rt","NA"
"271","45",14,14,10,4,0.714285714285714,"nga","pre","rt","NA"
"272","45",17,12,7,5,0.583333333333333,"nga","pre","rt","NA"
"273","45",20,7,3,4,0.428571428571429,"nga","pre","rt","NA"
"274","90",3,12,7,5,0.583333333333333,"nga","pre","rt","NA"
"275","90",5,14,7,7,0.5,"nga","pre","rt","NA"
"276","90",8,9,5,4,0.555555555555556,"nga","pre","rt","NA"
"277","90",11,15,10,5,0.666666666666667,"nga","pre","rt","NA"
"278","90",14,9,5,4,0.555555555555556,"nga","pre","rt","NA"
"279","90",17,11,6,5,0.545454545454545,"nga","pre","rt","NA"
"280","90",20,13,5,8,0.384615384615385,"nga","pre","rt","NA"
"281","0",3,9,9,0,1,"pab","pre","cl","NA"
"282","0",5,7,7,0,1,"pab","pre","cl","NA"
"283","0",8,13,10,3,0.769230769230769,"pab","pre","cl","NA"
"284","0",11,9,9,0,1,"pab","pre","cl","NA"
"285","0",14,15,11,4,0.733333333333333,"pab","pre","cl","NA"
"286","0",17,14,9,5,0.642857142857143,"pab","pre","cl","NA"
"287","0",20,17,10,7,0.588235294117647,"pab","pre","cl","NA"
"288","135",3,14,13,1,0.928571428571429,"pab","pre","cl","NA"
"289","135",5,11,9,2,0.818181818181818,"pab","pre","cl","NA"
"290","135",8,12,10,2,0.833333333333333,"pab","pre","cl","NA"
"291","135",11,16,11,5,0.6875,"pab","pre","cl","NA"
"292","135",14,10,5,5,0.5,"pab","pre","cl","NA"
"293","135",17,11,7,4,0.636363636363636,"pab","pre","cl","NA"
"294","135",20,10,7,3,0.7,"pab","pre","cl","NA"
"295","45",3,13,11,2,0.846153846153846,"pab","pre","cl","NA"
"296","45",5,16,13,3,0.8125,"pab","pre","cl","NA"
"297","45",8,14,13,1,0.928571428571429,"pab","pre","cl","NA"
"298","45",11,8,8,0,1,"pab","pre","cl","NA"
"299","45",14,14,8,6,0.571428571428571,"pab","pre","cl","NA"
"300","45",17,12,6,6,0.5,"pab","pre","cl","NA"
"301","45",20,7,3,4,0.428571428571429,"pab","pre","cl","NA"
"302","90",3,12,10,2,0.833333333333333,"pab","pre","cl","NA"
"303","90",5,14,12,2,0.857142857142857,"pab","pre","cl","NA"
"304","90",8,9,7,2,0.777777777777778,"pab","pre","cl","NA"
"305","90",11,15,10,5,0.666666666666667,"pab","pre","cl","NA"
"306","90",14,9,6,3,0.666666666666667,"pab","pre","cl","NA"
"307","90",17,11,4,7,0.363636363636364,"pab","pre","cl","NA"
"308","90",20,13,10,3,0.769230769230769,"pab","pre","cl","NA"
"309","0",3,12,12,0,1,"at-","pre","hk","NA"
"310","0",5,12,10,2,0.833333333333333,"at-","pre","hk","NA"
"311","0",8,12,12,0,1,"at-","pre","hk","NA"
"312","0",11,12,10,2,0.833333333333333,"at-","pre","hk","NA"
"313","0",14,12,7,5,0.583333333333333,"at-","pre","hk","NA"
"314","0",17,12,7,5,0.583333333333333,"at-","pre","hk","NA"
"315","0",20,12,8,4,0.666666666666667,"at-","pre","hk","NA"
"316","45",3,12,8,4,0.666666666666667,"at-","pre","hk","NA"
"317","45",5,12,10,2,0.833333333333333,"at-","pre","hk","NA"
"318","45",8,12,10,2,0.833333333333333,"at-","pre","hk","NA"
"319","45",11,11,6,5,0.545454545454545,"at-","pre","hk","NA"
"320","45",14,12,6,6,0.5,"at-","pre","hk","NA"
"321","45",17,12,7,5,0.583333333333333,"at-","pre","hk","NA"
"322","45",20,12,5,7,0.416666666666667,"at-","pre","hk","NA"
"323","90",3,12,8,4,0.666666666666667,"at-","pre","hk","NA"
"324","90",5,12,9,3,0.75,"at-","pre","hk","NA"
"325","90",8,12,9,3,0.75,"at-","pre","hk","NA"
"326","90",11,12,9,3,0.75,"at-","pre","hk","NA"
"327","90",14,12,10,2,0.833333333333333,"at-","pre","hk","NA"
"328","90",17,12,6,6,0.5,"at-","pre","hk","NA"
"329","90",20,12,6,6,0.5,"at-","pre","hk","NA"
"330","135",3,12,11,1,0.916666666666667,"at-","pre","hk","NA"
"331","135",5,12,9,3,0.75,"at-","pre","hk","NA"
"332","135",8,12,7,5,0.583333333333333,"at-","pre","hk","NA"
"333","135",11,12,9,3,0.75,"at-","pre","hk","NA"
"334","135",14,12,6,6,0.5,"at-","pre","hk","NA"
"335","135",17,12,7,5,0.583333333333333,"at-","pre","hk","NA"
"336","135",20,12,2,10,0.166666666666667,"at-","pre","hk","NA"
"337","0",3,12,11,1,0.916666666666667,"lfa","pre","hk","NA"
"338","0",5,12,10,2,0.833333333333333,"lfa","pre","hk","NA"
"339","0",8,12,10,2,0.833333333333333,"lfa","pre","hk","NA"
"340","0",11,12,9,3,0.75,"lfa","pre","hk","NA"
"341","0",14,12,8,4,0.666666666666667,"lfa","pre","hk","NA"
"342","0",17,12,4,8,0.333333333333333,"lfa","pre","hk","NA"
"343","0",20,12,4,8,0.333333333333333,"lfa","pre","hk","NA"
"344","45",3,12,11,1,0.916666666666667,"lfa","pre","hk","NA"
"345","45",5,12,10,2,0.833333333333333,"lfa","pre","hk","NA"
"346","45",8,12,6,6,0.5,"lfa","pre","hk","NA"
"347","45",11,11,6,5,0.545454545454545,"lfa","pre","hk","NA"
"348","45",14,12,6,6,0.5,"lfa","pre","hk","NA"
"349","45",17,12,3,9,0.25,"lfa","pre","hk","NA"
"350","45",20,12,7,5,0.583333333333333,"lfa","pre","hk","NA"
"351","90",3,12,7,5,0.583333333333333,"lfa","pre","hk","NA"
"352","90",5,12,9,3,0.75,"lfa","pre","hk","NA"
"353","90",8,12,8,4,0.666666666666667,"lfa","pre","hk","NA"
"354","90",11,12,10,2,0.833333333333333,"lfa","pre","hk","NA"
"355","90",14,12,6,6,0.5,"lfa","pre","hk","NA"
"356","90",17,12,7,5,0.583333333333333,"lfa","pre","hk","NA"
"357","90",20,12,8,4,0.666666666666667,"lfa","pre","hk","NA"
"358","135",3,12,8,4,0.666666666666667,"lfa","pre","hk","NA"
"359","135",5,12,11,1,0.916666666666667,"lfa","pre","hk","NA"
"360","135",8,12,6,6,0.5,"lfa","pre","hk","NA"
"361","135",11,12,6,6,0.5,"lfa","pre","hk","NA"
"362","135",14,12,5,7,0.416666666666667,"lfa","pre","hk","NA"
"363","135",17,12,9,3,0.75,"lfa","pre","hk","NA"
"364","135",20,12,4,8,0.333333333333333,"lfa","pre","hk","NA"
"365","0",3,12,6,6,0.5,"lms","pre","hk","NA"
"366","0",5,12,9,3,0.75,"lms","pre","hk","NA"
"367","0",8,12,6,6,0.5,"lms","pre","hk","NA"
"368","0",11,12,9,3,0.75,"lms","pre","hk","NA"
"369","0",14,12,4,8,0.333333333333333,"lms","pre","hk","NA"
"370","0",17,12,6,6,0.5,"lms","pre","hk","NA"
"371","0",20,12,7,5,0.583333333333333,"lms","pre","hk","NA"
"372","45",3,12,8,4,0.666666666666667,"lms","pre","hk","NA"
"373","45",5,12,7,5,0.583333333333333,"lms","pre","hk","NA"
"374","45",8,12,7,5,0.583333333333333,"lms","pre","hk","NA"
"375","45",11,11,4,7,0.363636363636364,"lms","pre","hk","NA"
"376","45",14,12,6,6,0.5,"lms","pre","hk","NA"
"377","45",17,12,9,3,0.75,"lms","pre","hk","NA"
"378","45",20,12,9,3,0.75,"lms","pre","hk","NA"
"379","90",3,12,6,6,0.5,"lms","pre","hk","NA"
"380","90",5,12,5,7,0.416666666666667,"lms","pre","hk","NA"
"381","90",8,12,6,6,0.5,"lms","pre","hk","NA"
"382","90",11,12,6,6,0.5,"lms","pre","hk","NA"
"383","90",14,12,4,8,0.333333333333333,"lms","pre","hk","NA"
"384","90",17,12,7,5,0.583333333333333,"lms","pre","hk","NA"
"385","90",20,12,9,3,0.75,"lms","pre","hk","NA"
"386","135",3,12,7,5,0.583333333333333,"lms","pre","hk","NA"
"387","135",5,12,8,4,0.666666666666667,"lms","pre","hk","NA"
"388","135",8,12,6,6,0.5,"lms","pre","hk","NA"
"389","135",11,12,7,5,0.583333333333333,"lms","pre","hk","NA"
"390","135",14,12,6,6,0.5,"lms","pre","hk","NA"
"391","135",17,12,1,11,0.0833333333333333,"lms","pre","hk","NA"
"392","135",20,12,5,7,0.416666666666667,"lms","pre","hk","NA"
"393","0",3,12,8,4,0.666666666666667,"mcm","pre","hk","NA"
"394","0",5,12,11,1,0.916666666666667,"mcm","pre","hk","NA"
"395","0",8,12,8,4,0.666666666666667,"mcm","pre","hk","NA"
"396","0",11,12,9,3,0.75,"mcm","pre","hk","NA"
"397","0",14,12,10,2,0.833333333333333,"mcm","pre","hk","NA"
"398","0",17,12,7,5,0.583333333333333,"mcm","pre","hk","NA"
"399","0",20,12,4,8,0.333333333333333,"mcm","pre","hk","NA"
"400","45",3,12,6,6,0.5,"mcm","pre","hk","NA"
"401","45",5,12,8,4,0.666666666666667,"mcm","pre","hk","NA"
"402","45",8,12,5,7,0.416666666666667,"mcm","pre","hk","NA"
"403","45",11,12,7,5,0.583333333333333,"mcm","pre","hk","NA"
"404","45",14,12,4,8,0.333333333333333,"mcm","pre","hk","NA"
"405","45",17,12,5,7,0.416666666666667,"mcm","pre","hk","NA"
"406","45",20,12,8,4,0.666666666666667,"mcm","pre","hk","NA"
"407","90",3,12,8,4,0.666666666666667,"mcm","pre","hk","NA"
